zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,Metro,irs_estimated_population
85215,STANDARD,0,Mesa,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.51,-111.58,Phoenix,14120
85216,PO BOX,0,Mesa,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.39,-111.72,Phoenix,1165
85217,STANDARD,1,Apache Junction,Apache Jct,,AZ,Pinal County,America/Phoenix,480,NA,US,33.32,-111.32,Phoenix,1587
85218,STANDARD,1,Apache Junction,"Suprston Mtn, Superstition Mtn, Gold Canyon, Apache Jct, Queen Valley",,AZ,Pinal County,America/Phoenix,480,NA,US,33.35,-111.41,Phoenix,9960
85219,STANDARD,1,Apache Junction,"Apache Jct, Tortilla Flat",,AZ,Pinal County,America/Phoenix,480,NA,US,33.4,-111.46,Phoenix,15473
85220,STANDARD,1,Apache Junction,Apache Jct,,AZ,Pinal County,America/Phoenix,480,NA,US,33.41,-111.57,Phoenix,20550
85221,PO BOX,1,Bapchule,,,AZ,Pinal County,America/Phoenix,520,NA,US,33.12,-111.9,Phoenix,1613
85222,STANDARD,1,Casa Grande,"Eleven Mile, Eleven Mile Corner",,AZ,Pinal County,America/Phoenix,520,NA,US,32.87,-111.73,Phoenix,39954
85223,STANDARD,1,Arizona City,,,AZ,Pinal County,America/Phoenix,520,NA,US,32.74,-111.68,Phoenix,7294
85224,STANDARD,0,Chandler,,,AZ,Maricopa County,America/Phoenix,############,NA,US,33.32,-111.87,Phoenix,40300
85225,STANDARD,0,Chandler,,,AZ,Maricopa County,America/Phoenix,############,NA,US,33.32,-111.82,Phoenix,63150
85226,STANDARD,0,Chandler,,,AZ,Maricopa County,America/Phoenix,############,NA,US,33.27,-111.94,Phoenix,36600
85227,STANDARD,1,Chandler Heights,"Chandler Hts, Queen Creek",,AZ,Maricopa County,America/Phoenix,480,NA,US,33.34,-111.63,Phoenix,509
85228,STANDARD,1,Coolidge,,,AZ,Pinal County,America/Phoenix,520,NA,US,32.96,-111.52,Phoenix,10507
85230,STANDARD,1,Casa Grande,,,AZ,Pinal County,America/Phoenix,520,NA,US,32.87,-111.75,Phoenix,3147
85231,STANDARD,1,Eloy,Toltec,,AZ,Pinal County,America/Phoenix,,NA,US,32.71,-111.57,Phoenix,8236
85232,STANDARD,1,Florence,,,AZ,Pinal County,America/Phoenix,520,NA,US,32.96,-111.31,Phoenix,8795
85233,STANDARD,0,Gilbert,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.34,-111.81,Phoenix,35710
85234,STANDARD,0,Gilbert,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.36,-111.75,Phoenix,47140
85235,PO BOX,1,Hayden,,,AZ,Gila County,America/Phoenix,928,NA,US,32.99,-110.78,Phoenix,599
85236,PO BOX,0,Higley,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.33,-111.71,Phoenix,13696
85237,STANDARD,1,Kearny,,,AZ,Pinal County,America/Phoenix,,NA,US,33.09,-110.97,Phoenix,2044
85238,STANDARD,1,Maricopa,,,AZ,Pinal County,America/Phoenix,520,NA,US,33,-111.93,Phoenix,2335
85239,STANDARD,1,Maricopa,Mobile,,AZ,Pinal County,America/Phoenix,520,NA,US,33.02,-112.04,Phoenix,28233
85240,STANDARD,1,Queen Creek,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.22,-111.53,Phoenix,1691
85241,PO BOX,1,Picacho,,,AZ,Pinal County,America/Phoenix,520,NA,US,32.71,-111.49,Phoenix,413
85242,STANDARD,1,Queen Creek,"Chandler Hts, Chandler Heights",,AZ,Maricopa County,America/Phoenix,480,NA,US,33.22,-111.61,Phoenix,50207
85243,STANDARD,1,Queen Creek,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.15,-111.54,Phoenix,19706
85244,PO BOX,0,Chandler,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.23,-111.76,Phoenix,1855
85245,PO BOX,1,Red Rock,,,AZ,Pinal County,America/Phoenix,,NA,US,32.62,-111.37,Phoenix,130
85246,PO BOX,0,Chandler,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.29,-111.86,Phoenix,981
85247,PO BOX,1,Sacaton,,,AZ,Pinal County,America/Phoenix,520,NA,US,33.1,-111.75,Phoenix,4155
85248,STANDARD,0,Chandler,Sun Lakes,,AZ,Maricopa County,America/Phoenix,"480,520",NA,US,33.21,-111.87,Phoenix,32680
85249,STANDARD,0,Chandler,,,AZ,Maricopa County,America/Phoenix,"480,520",NA,US,33.24,-111.78,Phoenix,44100
85250,STANDARD,0,Scottsdale,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.53,-111.89,Phoenix,13970
85251,STANDARD,0,Scottsdale,,,AZ,Maricopa County,America/Phoenix,"480,602",NA,US,33.49,-111.92,Phoenix,30790
85252,PO BOX,0,Scottsdale,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.48,-111.92,Phoenix,1276
85253,STANDARD,0,Paradise Valley,"Paradise Vly, Scottsdale",,AZ,Maricopa County,America/Phoenix,,NA,US,33.54,-111.96,Phoenix,14930
85254,STANDARD,0,Scottsdale,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.61,-111.94,Phoenix,43400
85255,STANDARD,0,Scottsdale,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.66,-111.87,Phoenix,40330
85256,STANDARD,0,Scottsdale,,,AZ,Maricopa County,America/Phoenix,############,NA,US,33.5,-111.79,Phoenix,4180
85257,STANDARD,0,Scottsdale,,,AZ,Maricopa County,America/Phoenix,############,NA,US,33.46,-111.92,Phoenix,23410
85258,STANDARD,0,Scottsdale,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.56,-111.9,Phoenix,21430
85259,STANDARD,0,Scottsdale,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.6,-111.81,Phoenix,20400
85260,STANDARD,0,Scottsdale,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.61,-111.89,Phoenix,33450
85261,PO BOX,0,Scottsdale,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.49,-111.92,Phoenix,1074
85262,STANDARD,0,Scottsdale,,,AZ,Maricopa County,America/Phoenix,"480,602",NA,US,33.84,-111.81,Phoenix,10860
85263,STANDARD,0,Rio Verde,Scottsdale,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.73,-111.68,Phoenix,2230
85264,STANDARD,0,Fort Mcdowell,Scottsdale,,AZ,Maricopa County,America/Phoenix,602,NA,US,33.75,-111.57,Phoenix,1230
85266,STANDARD,0,Scottsdale,,,AZ,Maricopa County,America/Phoenix,############,NA,US,33.77,-111.92,Phoenix,10310
85267,PO BOX,0,Scottsdale,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.61,-111.89,Phoenix,1168
85268,STANDARD,0,Fountain Hills,"Fountain Hls, Scottsdale",,AZ,Maricopa County,America/Phoenix,480,NA,US,33.6,-111.74,Phoenix,19780
85269,PO BOX,0,Fountain Hills,"Fountain Hls, Scottsdale",,AZ,Maricopa County,America/Phoenix,480,NA,US,33.6,-111.71,Phoenix,1453
85271,PO BOX,0,Scottsdale,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.46,-111.91,Phoenix,727
85272,STANDARD,1,Stanfield,,,AZ,Pinal County,America/Phoenix,520,NA,US,32.85,-111.97,Phoenix,2275
85273,STANDARD,1,Superior,,,AZ,Pinal County,America/Phoenix,,NA,US,33.28,-111.11,Phoenix,2327
85274,PO BOX,0,Mesa,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.38,-111.87,Phoenix,996
85275,PO BOX,0,Mesa,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.45,-111.76,Phoenix,958
85277,PO BOX,0,Mesa,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.45,-111.72,Phoenix,1010
85278,STANDARD,1,Apache Junction,Apache Jct,,AZ,Pinal County,America/Phoenix,480,NA,US,33.41,-111.54,Phoenix,1123
85279,STANDARD,1,Florence,,,AZ,Pinal County,America/Phoenix,520,NA,US,32.79,-111.21,Phoenix,0
85280,PO BOX,0,Tempe,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.4,-111.92,Phoenix,854
85281,STANDARD,0,Tempe,,,AZ,Maricopa County,America/Phoenix,602,NA,US,33.43,-111.91,Phoenix,32510
85282,STANDARD,0,Tempe,,,AZ,Maricopa County,America/Phoenix,"480,602",NA,US,33.4,-111.92,Phoenix,40090
85283,STANDARD,0,Tempe,Guadalupe,,AZ,Maricopa County,America/Phoenix,"602,480",NA,US,33.36,-111.93,Phoenix,38220
85284,STANDARD,0,Tempe,,,AZ,Maricopa County,America/Phoenix,"480,520",NA,US,33.33,-111.93,Phoenix,18690
85285,PO BOX,0,Tempe,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.39,-111.93,Phoenix,1794
85286,STANDARD,0,Chandler,,,AZ,Maricopa County,America/Phoenix,480,NA,US,33.27,-111.82,Phoenix,43330
85287,UNIQUE,0,Tempe,,"Arizona State Univ, Arizona State University, Asu",AZ,Maricopa County,America/Phoenix,480,NA,US,33.42,-111.93,Phoenix,49
85288,STANDARD,0,Tempe,,,AZ,Maricopa County,America/Phoenix,,NA,US,33.43,-111.94,Phoenix,0
85289,UNIQUE,1,Tempe,,State Farm Ins,AZ,Maricopa County,America/Phoenix,480,NA,US,33.4,-111.96,Phoenix,0
85290,STANDARD,1,Apache Junction,"Apache Jct, Tortilla Flat",,AZ,Maricopa County,America/Phoenix,,NA,US,33.45,-111.63,Phoenix,32
