zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,Metro,irs_estimated_population
30380,UNIQUE,0,Atlanta,,"Atl, Atlanta Postal Credit Union",GA,Fulton County,America/New_York,404,NA,US,33.64,-84.39,Atlanta,0
30384,UNIQUE,0,Atlanta,,"Atl, Bank America",GA,Fulton County,America/New_York,404,NA,US,33.89,-84.45,Atlanta,0
30385,UNIQUE,0,Atlanta,,"Atl, Att Bellsouth",GA,Fulton County,America/New_York,404,NA,US,33.76,-84.42,Atlanta,0
30386,UNIQUE,1,Atlanta,Atl,Sears Roebuck Co,GA,Fulton County,America/New_York,404,NA,US,33.64,-84.39,Atlanta,0
30387,UNIQUE,1,Atlanta,Atl,J C Penney,GA,Fulton County,America/New_York,404,NA,US,33.74,-84.38,Atlanta,0
30388,UNIQUE,0,Atlanta,,"Atl, Avon",GA,Fulton County,America/New_York,404,NA,US,33.76,-84.42,Atlanta,0
30389,UNIQUE,1,Atlanta,Atl,Atlanta Gas Light,GA,Fulton County,America/New_York,404,NA,US,33.74,-84.38,Atlanta,0
30390,UNIQUE,1,Atlanta,Atl,J C Penney,GA,Fulton County,America/New_York,404,NA,US,33.74,-84.38,Atlanta,0
30392,PO BOX,0,Atlanta,,Atl,GA,Fulton County,America/New_York,404,NA,US,33.75,-84.38,Atlanta,0
30394,PO BOX,0,Atlanta,,Atl,GA,Fulton County,America/New_York,404,NA,US,33.75,-84.38,Atlanta,0
30396,UNIQUE,0,Atlanta,,"Atl, Georgia Power",GA,Fulton County,America/New_York,404,NA,US,33.64,-84.39,Atlanta,0
30398,UNIQUE,0,Atlanta,,"Atl, Bank America",GA,Fulton County,America/New_York,404,NA,US,33.64,-84.39,Atlanta,0
30399,UNIQUE,1,Atlanta,Atl,Bankamerica Corporation,GA,Fulton County,America/New_York,404,NA,US,33.74,-84.38,Atlanta,0
30515,PO BOX,0,Buford,,,GA,Gwinnett County,America/New_York,678,NA,US,34.11,-83.99,Atlanta,1072
30518,STANDARD,0,Buford,"Rest Haven, Sugar Hill",Sugarhill,GA,Gwinnett County,America/New_York,"470,678,770",NA,US,34.11,-83.99,Atlanta,50830
30519,STANDARD,0,Buford,,,GA,Gwinnett County,America/New_York,"470,678,770",NA,US,34.09,-83.94,Atlanta,48280
31106,PO BOX,0,Atlanta,,Atl,GA,Fulton County,America/New_York,404,NA,US,33.76,-84.42,Atlanta,264
31107,PO BOX,0,Atlanta,,Atl,GA,Fulton County,America/New_York,404,NA,US,33.76,-84.42,Atlanta,203
31119,PO BOX,0,Atlanta,,Atl,GA,Fulton County,America/New_York,404,NA,US,33.76,-84.42,Atlanta,517
31120,STANDARD,1,Atlanta,,T Mobile,GA,Fulton County,America/New_York,404,NA,US,33.74,-84.38,Atlanta,0
31126,PO BOX,0,Atlanta,,"Atl, Lenox Sq Finance, Lenox Square Finance",GA,Fulton County,America/New_York,404,NA,US,33.76,-84.42,Atlanta,2482
31131,PO BOX,0,Atlanta,,Atl,GA,Fulton County,America/New_York,404,NA,US,33.76,-84.42,Atlanta,816
31136,UNIQUE,0,Atlanta,,Newgistics,GA,Fulton County,America/New_York,404,NA,US,33.72,-84.58,Atlanta,0
31139,PO BOX,0,Atlanta,,Atl,GA,Fulton County,America/New_York,404,NA,US,33.76,-84.42,Atlanta,589
31141,PO BOX,0,Atlanta,,"Atl, Embry Hls",GA,Fulton County,America/New_York,404,NA,US,33.76,-84.42,Atlanta,374
31145,PO BOX,0,Atlanta,,"Atl, Northlake",GA,Fulton County,America/New_York,404,NA,US,33.76,-84.42,Atlanta,248
31146,PO BOX,0,Atlanta,Dunwoody,"Atl, Perimeter Center Finance",GA,Fulton County,America/New_York,404,NA,US,33.76,-84.42,Atlanta,287
31150,PO BOX,0,Atlanta,"Sandy Spgs, Sandy Springs",Atl,GA,Fulton County,America/New_York,404,NA,US,33.76,-84.42,Atlanta,381
31156,PO BOX,0,Atlanta,"Sandy Spgs, Sandy Springs",Atl,GA,Fulton County,America/New_York,404,NA,US,33.76,-84.42,Atlanta,261
31169,UNIQUE,0,Peachtree City,Peachtree Cty,Peachtree City Parcel Return,GA,Fayette County,America/New_York,678,NA,US,33.38,-84.79,Atlanta,0
31191,UNIQUE,1,Atlanta,"Atlanta Bmc, Fingerhut, Atl",,GA,Fulton County,America/New_York,404,NA,US,33.79,-84.44,Atlanta,0
31192,UNIQUE,0,Atlanta,,"Atl, Mellon Bank",GA,Fulton County,America/New_York,404,NA,US,33.76,-84.42,Atlanta,0
31193,UNIQUE,0,Atlanta,,"Atl, Wells Fargo",GA,Fulton County,America/New_York,404,NA,US,33.76,-84.42,Atlanta,0
31195,UNIQUE,0,Atlanta,,"Atl, Atlanta Ndc",GA,Fulton County,America/New_York,404,NA,US,33.76,-84.42,Atlanta,0
31196,UNIQUE,0,Atlanta,,"Atl, Atlanta Ndc",GA,Fulton County,America/New_York,404,NA,US,33.76,-84.42,Atlanta,0
31197,UNIQUE,1,Atlanta,Atl,Atlanta Bmc,GA,Fulton County,America/New_York,404,NA,US,33.74,-84.38,Atlanta,0
31198,UNIQUE,1,Atlanta,Atl,Atlanta Bmc,GA,Fulton County,America/New_York,404,NA,US,33.74,-84.38,Atlanta,0
31199,UNIQUE,1,Atlanta,Atl,"Atlanta Bmc, Bmc",GA,Fulton County,America/New_York,404,NA,US,33.74,-84.38,Atlanta,0
39901,UNIQUE,0,Atlanta,Chamblee,Irs Service Center,GA,Fulton County,America/New_York,404,NA,US,33.76,-84.42,Atlanta,145
