zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,Metro,irs_estimated_population
55576,PO BOX,1,Maple Plain,,,MN,Hennepin County,America/Chicago,952,NA,US,45,-93.66,Minneapolis,0
55577,PO BOX,0,Rockford,,,MN,Wright County,America/Chicago,763,NA,US,45,-93.66,Minneapolis,0
55578,PO BOX,1,Maple Plain,,,MN,Hennepin County,America/Chicago,952,NA,US,45,-93.66,Minneapolis,0
55579,PO BOX,1,Maple Plain,,,MN,Hennepin County,America/Chicago,952,NA,US,45,-93.66,Minneapolis,0
55580,PO BOX,1,Monticello,,,MN,Wright County,America/Chicago,763,NA,US,45.3,-93.8,Minneapolis,0
55581,PO BOX,1,Monticello,,,MN,Wright County,America/Chicago,763,NA,US,45.3,-93.8,Minneapolis,0
55582,PO BOX,1,Monticello,,,MN,Wright County,America/Chicago,763,NA,US,45.3,-93.8,Minneapolis,0
55583,PO BOX,1,Norwood,,Norwood Young America,MN,Carver County,America/Chicago,952,NA,US,44.76,-93.92,Minneapolis,0
55584,PO BOX,1,Monticello,,,MN,Wright County,America/Chicago,763,NA,US,45.3,-93.8,Minneapolis,0
55585,PO BOX,1,Monticello,,,MN,Wright County,America/Chicago,763,NA,US,45.3,-93.8,Minneapolis,0
55586,PO BOX,1,Monticello,,,MN,Wright County,America/Chicago,763,NA,US,45.3,-93.8,Minneapolis,0
55587,PO BOX,1,Monticello,,,MN,Wright County,America/Chicago,763,NA,US,45.3,-93.8,Minneapolis,0
55588,PO BOX,1,Monticello,,,MN,Wright County,America/Chicago,763,NA,US,45.3,-93.8,Minneapolis,0
55589,PO BOX,1,Monticello,,,MN,Wright County,America/Chicago,763,NA,US,45.3,-93.8,Minneapolis,0
55590,PO BOX,1,Monticello,,,MN,Wright County,America/Chicago,763,NA,US,45.3,-93.8,Minneapolis,0
55591,PO BOX,1,Monticello,,,MN,Wright County,America/Chicago,763,NA,US,45.3,-93.8,Minneapolis,0
55592,PO BOX,0,Maple Plain,,,MN,Hennepin County,America/Chicago,952,NA,US,45,-93.66,Minneapolis,0
55593,PO BOX,0,Maple Plain,,,MN,Hennepin County,America/Chicago,952,NA,US,45,-93.66,Minneapolis,0
55594,PO BOX,1,Young America,,Norwood Young America,MN,Carver County,America/Chicago,952,NA,US,44.78,-93.91,Minneapolis,0
55595,PO BOX,1,Loretto,,,MN,Hennepin County,America/Chicago,763,NA,US,45.05,-93.63,Minneapolis,0
55596,PO BOX,1,Loretto,,,MN,Hennepin County,America/Chicago,763,NA,US,45.05,-93.63,Minneapolis,0
55597,PO BOX,1,Loretto,,,MN,Hennepin County,America/Chicago,763,NA,US,45.05,-93.63,Minneapolis,0
55598,PO BOX,1,Loretto,,,MN,Hennepin County,America/Chicago,763,NA,US,45.05,-93.63,Minneapolis,0
55599,PO BOX,0,Loretto,,,MN,Hennepin County,America/Chicago,763,NA,US,45.05,-93.63,Minneapolis,0
56011,STANDARD,0,Belle Plaine,,,MN,Scott County,America/Chicago,952,NA,US,44.62,-93.76,Minneapolis,9060
56017,STANDARD,0,Cleveland,,,MN,Le Sueur County,America/Chicago,507,NA,US,44.32,-93.83,Minneapolis,1620
56028,STANDARD,0,Elysian,,,MN,Le Sueur County,America/Chicago,507,NA,US,44.2,-93.67,Minneapolis,1290
56050,STANDARD,0,Kasota,,,MN,Le Sueur County,America/Chicago,507,NA,US,44.29,-93.96,Minneapolis,1460
56052,STANDARD,0,Kilkenny,,,MN,Le Sueur County,America/Chicago,507,NA,US,44.31,-93.57,Minneapolis,690
56057,STANDARD,0,Le Center,,,MN,Le Sueur County,America/Chicago,507,NA,US,44.38,-93.73,Minneapolis,3720
56058,STANDARD,0,Le Sueur,,,MN,Le Sueur County,America/Chicago,507,NA,US,44.46,-93.9,Minneapolis,5760
56069,STANDARD,0,Montgomery,,,MN,Le Sueur County,America/Chicago,507,NA,US,44.43,-93.58,Minneapolis,4520
56071,STANDARD,0,New Prague,Heidelberg,,MN,Scott County,America/Chicago,952,NA,US,44.54,-93.57,Minneapolis,12490
56096,STANDARD,0,Waterville,,,MN,Le Sueur County,America/Chicago,507,NA,US,44.22,-93.57,Minneapolis,2800
56304,STANDARD,0,Saint Cloud,,,MN,Sherburne County,America/Chicago,320,NA,US,45.53,-94.06,Minneapolis,13110
56313,PO BOX,0,Bock,,,MN,Mille Lacs County,America/Chicago,,NA,US,45.78,-93.55,Minneapolis,93
56330,STANDARD,0,Foreston,,,MN,Mille Lacs County,America/Chicago,320,NA,US,45.73,-93.7,Minneapolis,1640
56342,STANDARD,0,Isle,,,MN,Mille Lacs County,America/Chicago,320,NA,US,46.14,-93.46,Minneapolis,2410
56353,STANDARD,0,Milaca,,,MN,Mille Lacs County,America/Chicago,320,NA,US,45.75,-93.65,Minneapolis,8410
56359,STANDARD,0,Onamia,,,MN,Mille Lacs County,America/Chicago,320,NA,US,46.06,-93.66,Minneapolis,2870
56363,PO BOX,0,Pease,,,MN,Mille Lacs County,America/Chicago,,NA,US,45.7,-93.65,Minneapolis,131
56386,STANDARD,0,Wahkon,,,MN,Mille Lacs County,America/Chicago,320,NA,US,46.11,-93.52,Minneapolis,570
